,word,convergence,correctness,comp_letter_score,freq,percentage,mean,var,skew,kurt,new,regression
76,crank,0.0006580118442131959,0.6039215686274509,0.004072700747674914,6.0914085507525546e-05,0.017368945,4.163265306122449,114.55555555555556,-0.15925291982563447,-1.4314052914453115,3.7310134835276405,3.919546906887727
77,creak,0.0006120110161982916,0.5681818181818182,0.003859947723542642,8.373454389110171e-06,0.075852691,4.22680412371134,123.80555555555554,-0.10361860619911917,-1.3324199947354243,3.7937618507202946,3.98816403854139
78,crept,0.0005840105121892194,0.6504424778761062,0.0028113792474621607,6.591477414183881e-05,0.075945995,4.010204081632653,186.88888888888889,0.29488634513298556,-1.3954786004431052,3.6386723079826866,3.849130508990021
79,crimp,0.0004100073801328424,0.6048780487804878,0.0011093550544039876,4.888477073174768e-06,0.028266692,3.9292929292929295,178.25,0.37817969012388464,-1.3493859775084633,3.574181605376025,3.9538461244504925
80,cynic,0.0001360024480440648,0.33587786259541985,0.001063765120661358,6.473086032599143e-06,0.039549405,4.040816326530612,125.8888888888889,0.07108609420924436,-1.4086215586485513,3.643843303298475,4.449427915888156
81,dandy,0.0004000072001296023,0.2923728813559322,0.005075679290012765,1.0699494663501763e-05,0.097843313,4.696629213483146,125.13888888888891,-0.1518656965465632,-1.6425969418613677,4.211779722480175,4.481049740995765
82,delve,0.0003260058681056259,0.4977578475336323,0.0024162664883593706,1.1408058897702792e-05,0.075772872,4.484536082474227,166.80555555555557,0.1284654649612724,-1.4920074514646071,4.048929020722931,4.13517204293767
83,denim,0.00027000486008748155,0.5393939393939394,0.003358458452373716,9.666857702328059e-06,0.096343203,3.909090909090909,209.58333333333334,0.40868299757222487,-1.335637862684727,3.559050117939041,4.0471876520778265
84,depot,0.0003300059401069219,0.5578947368421052,0.0011549449881466172,7.61201222698369e-05,0.057005133,3.948453608247423,173.80555555555554,0.26065581013448036,-1.4938382835740511,3.5796738284361287,4.039382500146774
85,depth,0.00024800446408035343,0.524390243902439,0.006564950458938667,0.0008899787489438034,0.076298072,3.919191919191919,190.58333333333334,0.38938981240546533,-1.2913968402611746,3.566211708513274,4.031446813033632
86,dodge,0.000340006120110162,0.4458874458874459,0.0,1.3646073515380921e-05,0.038531432,4.4361702127659575,115.55555555555556,-0.1777036101326159,-1.4992011834319527,3.9747828304761,4.259777866158278
87,donor,0.0003940070921276583,0.5645933014354066,0.004619779952586469,0.00014781358029859645,0.076985986,4.040816326530612,193.2222222222222,0.2569272109785654,-1.4569258306793935,3.662427414975407,3.9848606599688305
88,doubt,0.00030000540009720173,0.5628140703517588,0.0013221080785362593,0.0015227371856709096,0.090301104,3.6464646464646466,160.58333333333334,0.2715073428332205,-1.4872654698789147,3.308968916101504,4.02066337757545
89,dream,0.00040800734413219436,0.6098901098901099,0.003859947723542642,0.00045797435433811656,0.092492351,3.479591836734694,110.55555555555554,0.2638764331568513,-1.477077851569404,3.15802029637691,3.9090312665658176
90,drink,0.0004760085681542268,0.5066666666666667,0.004802139687556988,0.0005034879962317928,0.019606187,3.7,179.55555555555557,0.3799890631239722,-1.5242967907558083,3.367998906312397,4.087381448703477
91,drive,0.0006380114842067157,0.5789473684210527,0.002370676554616741,0.0007745466920906147,0.09192514,3.707070707070707,132.58333333333334,0.13264522695688252,-1.4713633136739859,3.349628159059325,3.9822745615265136
92,droll,0.0003760067681218262,0.4622222222222222,0.001990760440094827,8.182854748382715e-06,0.081247886,4.463917525773196,150.47222222222223,-0.048799492355862256,-1.4879588046424248,4.01264582396029,4.20572039344668
93,egret,0.00031800572410303383,0.5153061224489796,0.0028113792474621607,1.8346470696045896e-06,0.084161379,4.438775510204081,167.88888888888889,0.19279828401598703,-1.4796062057157726,4.014177787585272,4.098160213443272
94,eject,0.00016000288005184093,0.2611464968152866,0.0,1.0696055299146263e-05,0.097224677,4.5,206.88888888888889,0.3721359898580486,-1.4999999999999996,4.087213598985804,4.599771493368776
95,elder,0.0003600064801166421,0.48095238095238096,0.004270257127226309,0.0001478648948790876,0.046282804,4.589473684210526,121.1388888888889,-0.183450086796921,-1.5828662267294784,4.112181307109783,4.143002663717775
96,elope,0.00036200651611729013,0.4745762711864407,0.0,2.6405673858535457e-06,0.085117773,4.22680412371134,133.47222222222223,-0.10153914806356693,-1.468712286997264,3.7939697965338497,4.207040124999633
97,enjoy,0.00022800410407387332,0.44936708860759494,0.002203513464227099,0.0005052978007910498,0.098742466,4.56701030927835,152.47222222222223,0.03182941510243679,-1.5210141045933603,4.113492219860759,4.224181639975798
98,epoxy,0.00020200363606544917,0.42696629213483145,0.0,3.671530645656391e-05,0.062712783,4.536082474226804,163.13888888888889,0.0751510346850484,-1.5132960334225816,4.089989330272628,4.2944764160391795
99,equal,0.00014800266404795285,0.31343283582089554,0.0016564342593155432,0.0018476007825221183,0.098429974,4.141414141414141,148.58333333333334,0.0957953290284548,-1.3643210366240142,3.7368522601755725,4.47384619582905
100,excel,0.00011000198003564065,0.2789115646258503,0.0009877818977569754,3.132378096367124e-05,0.099267936,4.505154639175258,189.80555555555554,0.22916662730286538,-1.5029015382752355,4.077555837988018,4.555048378531871
101,exist,0.0002940052920952577,0.43548387096774194,0.0033128685186310865,0.0010228816731835608,0.098035789,4.051020408163265,172.88888888888889,0.33186031355944023,-1.225197593195921,3.679104398702883,4.233605979609441
102,extra,0.00012400223204017672,0.3673469387755102,0.0010485684760804814,0.0006548660086806334,0.100424328,4.151515151515151,150.25,0.21501733012539745,-1.4365464104473686,3.757865369376176,4.3882706615853335
103,farce,0.0007080127442293962,0.6832740213523132,0.002613822867910766,3.127632877095901e-05,0.071595801,3.948453608247423,122.47222222222221,0.008799048478276953,-1.3740640921853027,3.5544881522705083,3.791278107678438
104,fault,0.0005600100801814433,0.6024590163934426,0.0,0.0004874627654138989,0.095623035,3.9696969696969697,152.91666666666666,0.14913063754621367,-1.4484051407316112,3.5876403364818943,3.9691346257909546
105,favor,0.00035200633611405004,0.48743718592964824,0.0019451705063521976,0.0007785948423293597,0.022335121,4.46875,110.66666666666667,-0.2551121869957725,-1.4955907969226303,3.996363781300423,4.155794209394081
106,feast,0.000688012384222916,0.6,0.0039663242356087775,0.00013189704810819463,0.098357697,3.727272727272727,62.583333333333336,-0.017168442143942204,-1.4323698007627648,3.35282861033106,3.9276722537605826
107,fewer,0.00031600568810238584,0.36771300448430494,0.003115312139079691,0.00033326704911873506,0.063686442,4.74468085106383,151.22222222222223,-0.04843690475412651,-1.6622270114089295,4.265369075482034,4.364354838823338
108,field,0.00036800662411923414,0.5578947368421052,0.0,0.003300686241913487,0.080847055,4.01,150.22222222222223,0.23078732648364952,-1.3546236563845806,3.632078732648365,4.036271767619581
109,flair,0.000520009360168483,0.628099173553719,0.0,1.373268296324212e-05,0.065321267,3.808080808080808,164.58333333333334,0.3459723881546525,-1.443908604390322,3.4618699660881926,3.924453894651826
110,float,0.0005720102961853313,0.5966386554621849,0.002264300042550605,0.00011072215084165847,0.076264907,3.727272727272727,132.58333333333334,0.13264522695688252,-1.4713633136739859,3.367809977241143,3.954510995681754
111,flock,0.0003600064801166421,0.4427860696517413,0.0,0.00011110636646404549,0.083337248,4.151515151515151,174.25,0.2225926299961136,-1.400587473677927,3.758622899363248,4.264970015772718
112,flood,0.00027000486008748155,0.3939393939393939,0.0,0.00035250541872222055,0.075265718,4.181818181818182,203.91666666666666,0.3992214581852135,-1.2557544838187054,3.803558509454885,4.353586011314812
113,floor,0.00034200615611081,0.45248868778280543,0.0019451705063521976,0.0011895032427331365,0.095205148,4.07,236.55555555555557,0.5805605139698716,-0.9518530146111286,3.7210560513969875,4.217937199561896
114,flout,0.0004400079201425626,0.5662100456621004,0.0013221080785362593,3.836564957752066e-06,0.096597146,3.9494949494949494,174.25,0.2695457628859188,-1.4140248533888833,3.5815000308340466,4.022444643276489
115,fluff,8.60015480278645e-05,0.13432835820895522,0.0,5.868971799333288e-06,0.085522981,4.895833333333333,261.6666666666667,0.5159766291833384,-1.1124767739056354,4.457847662918334,4.833179928755565
116,focus,0.00018000324005832104,0.475177304964539,0.0,0.0008823238642124739,0.049806059,4.1020408163265305,152.88888888888889,0.23084912184885834,-1.3240571339237421,3.7149216468787634,4.201282905738918
117,foggy,0.00021800392407063328,0.32727272727272727,0.0,1.383007031223873e-05,0.097295617,4.463917525773196,179.80555555555554,0.2452298291560537,-1.4671316370566498,4.042048756111481,4.478063085521959
118,foray,0.0006180111242002356,0.5909090909090909,0.002993738982432679,8.01449142586808e-06,0.064325201,4.525773195876289,152.4722222222222,-0.04678019104672161,-1.5267494196063667,4.068517857183988,3.9567948860334883
119,forgo,0.0001900034200615611,0.37058823529411766,0.0019451705063521976,1.0702253511915265e-05,0.073385871,4.75,186.66666666666666,0.1823277591647148,-1.4433482142857141,4.293232775916472,4.374890935353356
120,found,0.00042000756013608245,0.30952380952380953,0.003373655096954593,0.007786960001045214,0.061101004,4.344827586206897,64.91666666666667,-0.6997562207098574,-1.2464582979726155,3.8403692055152217,4.428912540526027
121,foyer,0.00046600838815098674,0.3648068669527897,0.003115312139079691,1.7147934983606956e-05,0.075280765,4.698630136986301,77.80555555555556,-0.23129832645061837,-1.6027246351171822,4.205637290642609,4.3713744049916095
122,frame,0.0005800104401879234,0.39372822299651566,0.0022491033979697285,0.0006996660284513504,0.045708966,4.15625,67.66666666666667,-0.7491587911255106,-0.8025431337814557,3.665709120887449,4.324995737861966
123,froth,0.00043600784814126656,0.5363636363636364,0.006519360525196037,1.4351731762586397e-05,0.07606886,4.153061224489796,146.55555555555557,0.12892587690877136,-1.3195329703332814,3.7506476897316934,4.014592122350405
124,fungi,0.0001380024840447128,0.38461538461538464,0.0014436812351832716,8.789672653093802e-05,0.091778203,4.244897959183674,212.2222222222222,0.48003100763319306,-1.1311877415641016,3.868411264028626,4.354720913082831
125,gamer,0.0007120128162306921,0.5578512396694215,0.0043158470609689385,1.3919107546703815e-06,0.074952779,4.361702127659575,102.8888888888889,-0.27922086696864434,-1.4355130639224893,3.8976098281967526,4.001710243425029
126,gauze,0.00039000702012636227,0.3983739837398374,0.0,3.881681325474198e-05,0.094856689,4.709677419354839,140.91666666666666,-0.10760413552178892,-1.6367005061407993,4.227949263867177,4.347083615536947
127,gawky,0.0002200039600712813,0.33816425120772947,0.0,1.6055927604574695e-06,0.086690766,4.921348314606742,177.13888888888889,0.12614815608432592,-1.7465204519466313,4.4418282987545,4.458084091927604
128,gecko,0.00010600190803434462,0.36507936507936506,0.0,1.8093134842395411e-06,0.073764984,4.34020618556701,186.80555555555554,0.351229663573488,-1.2650930971103216,3.941308533367658,4.408551238399888
129,girth,0.00038600694812506624,0.574585635359116,0.005410005470792049,1.7808605609349595e-05,0.077724092,4.123711340206185,126.47222222222223,0.006978760681181767,-1.2916897594184296,3.712038082253685,3.9576223281017127
130,glass,0.0003300059401069219,0.4393939393939394,0.0013221080785362593,0.0010937620066232476,0.072786238,4.288659793814433,137.13888888888889,0.0028596769928156784,-1.3660804278531742,3.860079782132271,4.250061066341771
131,glean,0.0004440079921438586,0.6329787234042553,0.005334022247887666,9.460146386865751e-06,0.086941369,4.051020408163265,162.22222222222223,0.28510470852045733,-1.2567770688684559,3.6744288381989842,3.851122907599429
132,gloat,0.000506009108163947,0.5836909871244635,0.002264300042550605,3.277162461107695e-06,0.078624723,4.13265306122449,114.22222222222221,-0.11708064507433895,-1.3159945646414024,3.707679690594607,3.978906630562948
133,gloom,0.00021400385206933725,0.32571428571428573,0.0008358154519482099,7.0550375169432e-05,0.077772838,4.434343434343434,197.58333333333334,0.3038904027583496,-1.4938872830904715,4.021298131184926,4.470544126099243
134,glory,0.00048800878415811486,0.5680933852140078,0.0019451705063521976,0.0003772761990109149,0.091815037,3.8686868686868685,201.58333333333334,0.3899260597210694,-1.3868576265376027,3.520810787790289,4.00948481584326
135,glyph,0.00013000234004212076,0.41732283464566927,0.0,3.367818219975363e-06,0.099253629,4.03030303030303,287.5833333333333,0.8743224424114308,-0.4741009224561328,3.7147049715138705,4.312399550067043
136,goose,0.0005600100801814433,0.42517006802721086,0.0014132879460215186,4.706485039497436e-05,0.078659687,4.610526315789474,148.80555555555557,-0.04669371564238994,-1.5652625430225526,4.144804312646288,4.280670983377368
137,gorge,0.0004920088561594109,0.4268774703557312,0.0019451705063521976,3.4112608863266365e-05,0.02091236,4.541666666666667,126.0,-0.1541347903092818,-1.5972537163013354,4.072086520969072,4.271178303928461
138,grate,0.0010840195123512223,0.5919732441471572,0.005136465868336272,3.952546945055679e-05,0.093876804,3.7083333333333335,101.0,0.004925926684207867,-1.30026467993334,3.3379925926684213,3.928810376398046
