word,freq
break,4.42929e-05
breed,8.00839e-06
briar,1.98832e-07
bribe,1.7663e-06
brick,1.55686e-05
bride,7.14876e-06
brief,4.47814e-05
brine,2.64408e-06
bring,9.88633e-05
brink,1.90274e-06
briny,1.45613e-07
brisk,2.28167e-06
broad,5.1968e-05
broil,2.2136399999999997e-07
broke,2.45577e-05
brood,3.3707699999999996e-06
brook,3.15301e-06
broom,1.70009e-06
broth,2.6574399999999996e-06
brown,4.23701e-05
brunt,9.106009999999999e-07
brush,1.12428e-05
brute,2.49537e-06
buddy,1.37274e-06
budge,6.65444e-07
buggy,1.29187e-06
bugle,5.8528e-07
build,4.41737e-05
built,8.44308e-05
bulge,1.1478699999999999e-06
bulky,2.04998e-06
bully,1.27763e-06
bunch,5.67914e-06
bunny,2.95904e-07
burly,6.94097e-07
burnt,7.87593e-06
burst,1.27475e-05
bused,9.23984e-08
bushy,1.0067099999999999e-06
butch,1.5183e-07
butte,1.2044099999999999e-07
buxom,2.19592e-07
buyer,1.18663e-05
bylaw,3.3581299999999996e-07
cabal,2.48464e-07
cabby,7.28333e-08
cabin,8.94315e-06
cable,1.92341e-05
cacao,7.717869999999999e-07
cache,2.22129e-06
cacti,3.45298e-07
caddy,1.37429e-07
cadet,1.1189e-06
cagey,8.28059e-08
cairn,4.38225e-07
camel,2.3051599999999997e-06
cameo,3.36783e-07
canal,1.89256e-05
candy,3.5597799999999997e-06
canny,3.01648e-07
canoe,3.5471499999999996e-06
canon,3.9821599999999995e-06
caper,2.3640099999999997e-07
caput,3.9555199999999997e-07
carat,3.1934300000000003e-07
cargo,1.55228e-05
carol,3.09183e-07
carry,7.23121e-05
carve,1.0964799999999999e-06
caste,5.81831e-06
catch,2.33216e-05
cater,1.40409e-06
catty,9.710770000000001e-08
caulk,7.86502e-08
cause,0.000164419
cavil,3.00339e-07
cease,1.42835e-05
cedar,2.77098e-06
cello,8.017989999999999e-07
chafe,2.0804699999999998e-07
chaff,1.15333e-06
chain,3.30247e-05
chair,3.26923e-05
chalk,3.75552e-06
champ,2.75552e-07
chant,1.84929e-06
chaos,6.35077e-06
chard,2.1224899999999998e-07
charm,8.6081e-06
chart,1.58284e-05
chase,4.92439e-06
chasm,1.16944e-06
cheap,1.29866e-05
cheat,1.8434299999999998e-06
check,4.82018e-05
cheek,9.359159999999999e-06
cheer,3.7711199999999995e-06
chess,2.2754e-06
chest,2.34121e-05
chick,2.39583e-06
chide,2.92116e-07
chief,6.95141e-05
child,0.000157028
chili,7.95766e-07
chill,4.160219999999999e-06
chime,5.41044e-07
china,2.73911e-06
chirp,3.58853e-07
chock,2.4652199999999996e-07
choir,4.07212e-06
choke,1.69709e-06
chord,3.72766e-06
chore,6.875519999999999e-07
chose,1.61586e-05
chuck,1.09775e-06
chump,8.03051e-08
chunk,1.1463099999999998e-06
churn,7.414929999999999e-07
chute,1.4993e-06
cider,1.51737e-06
cigar,3.31648e-06
cinch,2.09761e-07
circa,1.82526e-06
civic,7.71498e-06
civil,6.13589e-05
clack,1.79959e-07
claim,9.81882e-05
clamp,2.8527399999999996e-06
clang,4.2206099999999993e-07
clank,1.71141e-07
clash,2.819e-06
clasp,1.37505e-06
class,0.000162183
clean,3.44882e-05
clear,0.000141289
cleat,2.12094e-07
cleft,2.55097e-06
clerk,2.94875e-05
click,1.09535e-05
cliff,4.50551e-06
climb,7.78068e-06
cling,2.39e-06
clink,2.6499499999999997e-07
cloak,4.2558899999999995e-06
clock,1.35589e-05
clone,1.5094299999999999e-06
close,0.000132717
cloth,2.29441e-05
cloud,1.51313e-05
clout,6.902389999999999e-07
clove,7.411089999999999e-07
clown,1.30794e-06
cluck,9.542099999999999e-08
clued,5.04497e-08
clump,1.1033999999999999e-06
clung,3.00586e-06
coach,9.18997e-06
coast,3.95809e-05
cobra,4.0167400000000003e-07
cocoa,3.12547e-06
colon,4.5319799999999994e-06
color,6.03667e-05
comet,1.89243e-06
comfy,2.07322e-07
comic,5.7510099999999995e-06
comma,1.82768e-06
conch,4.6185299999999995e-07
condo,5.124529999999999e-07
conic,8.15776e-07
copse,3.3610199999999995e-07
coral,4.02096e-06
corer,8.404400000000001e-08
corny,1.80322e-07
couch,5.23972e-06
cough,4.88478e-06
could,0.000778275
count,2.92114e-05
coupe,3.64028e-07
court,0.000247044
coven,1.7848299999999997e-07
cover,6.95896e-05
covet,5.183019999999999e-07
covey,1.45935e-07
cower,1.62635e-07
coyly,1.7492499999999999e-07
crack,1.1333e-05
craft,1.20045e-05
cramp,5.42147e-07
crane,3.40999e-06
crank,3.3119299999999996e-06
crash,6.08352e-06
crass,3.46789e-07
crate,1.1782799999999999e-06
crave,1.07651e-06
crawl,2.27719e-06
craze,6.87398e-07
crazy,8.077730000000001e-06
creak,4.55269e-07
cream,1.63513e-05
credo,3.93217e-07
creed,4.44258e-06
creek,7.0473499999999995e-06
creep,4.971009999999999e-06
creme,1.56712e-07
crepe,4.76166e-07
crept,3.5838199999999996e-06
cress,2.1852699999999998e-07
crest,5.83524e-06
crick,7.36792e-08
cried,2.08611e-05
crier,2.48829e-07
crime,4.01568e-05
crimp,2.6578899999999997e-07
crisp,2.69356e-06
croak,2.63565e-07
crock,2.3676300000000001e-07
crone,1.89895e-07
crony,1.45841e-07
crook,9.56206e-07
cross,7.53106e-05
croup,4.7034799999999997e-07
crowd,2.0435e-05
crown,1.8605e-05
crude,1.58682e-05
cruel,9.922579999999999e-06
crumb,4.838269999999999e-07
crump,1.9817e-08
crush,3.64386e-06
crust,5.43062e-06
crypt,7.83855e-07
cubic,1.57184e-05
cumin,4.4813499999999996e-07
curio,1.39448e-07
curly,1.51516e-06
curry,9.40635e-07
curse,5.87767e-06
curve,3.50762e-05
curvy,1.33569e-07
cutie,5.56362e-08
cyber,9.569039999999998e-07
cycle,3.46442e-05
cynic,3.51945e-07
daddy,1.5752099999999998e-06
daily,6.47606e-05
dairy,1.22927e-05
daisy,5.89078e-07
dally,4.6332399999999995e-07
dance,2.08632e-05
dandy,5.81737e-07
datum,1.8749899999999998e-06
daunt,1.32708e-07
dealt,2.09466e-05
death,0.000170244
debar,2.58707e-07
debit,1.99616e-06
debug,3.6319799999999997e-07
debut,1.98196e-06
decal,1.37693e-07
decay,1.34512e-05
decor,9.78898e-07
decoy,4.7423099999999995e-07
decry,3.24705e-07
defer,2.64799e-06
deign,3.55619e-07
deity,3.62339e-06
delay,3.2789e-05
delta,3.974009999999999e-06
delve,6.202619999999999e-07
demon,3.4033499999999998e-06
demur,4.7527499999999997e-07
denim,5.25592e-07
dense,1.2336e-05
depot,4.13869e-06
depth,4.83886e-05
derby,2.11044e-07
deter,3.4117199999999996e-06
detox,1.23669e-07
deuce,3.96687e-07
devil,9.84519e-06
diary,5.72055e-06
dicey,6.913630000000001e-08
digit,4.31315e-06
dilly,6.96544e-08
dimly,1.76278e-06
diner,7.23662e-07
dingo,9.06663e-08
dingy,9.34675e-07
diode,2.73763e-06
dirge,3.24182e-07
dirty,9.545920000000001e-06
disco,5.40627e-07
ditch,5.72885e-06
ditto,2.4173399999999995e-06
ditty,2.63354e-07
diver,1.11062e-06
dizzy,1.35538e-06
dodge,7.41944e-07
dodgy,1.1966e-07
dogma,2.2109e-06
doing,0.000106885
dolly,3.09808e-07
donor,8.036699999999999e-06
donut,1.7741999999999998e-07
dopey,6.79807e-08
doubt,8.2792e-05
dough,3.47452e-06
dowdy,1.3080499999999999e-07
dowel,3.84136e-07
downy,8.08252e-07
dowry,1.2548999999999998e-06
dozen,1.91282e-05
draft,2.52586e-05
drain,9.759460000000001e-06
drake,1.55149e-07
drama,1.40617e-05
drank,6.16898e-06
drape,3.9610999999999996e-07
drawl,3.13377e-07
drawn,6.09904e-05
dread,5.80989e-06
dream,2.49003e-05
dress,2.4183e-05
dried,1.80088e-05
drier,1.70066e-06
drift,1.02332e-05
drill,1.02392e-05
drink,2.73749e-05
drive,4.21125e-05
droit,7.71422e-07
droll,4.4490600000000003e-07
drone,9.387999999999999e-07
drool,1.64063e-07
droop,5.63803e-07
dross,5.264759999999999e-07
drove,1.61518e-05
drown,1.64281e-06
druid,9.26066e-08
drunk,8.54412e-06
dryer,1.5103e-06
dryly,6.65441e-07
duchy,7.79756e-07
dully,3.1636799999999996e-07
dummy,2.2658e-06
dumpy,1.25182e-07
dunce,1.83756e-07
dusky,1.84037e-06
dusty,3.0483899999999996e-06
dutch,1.2680899999999998e-07
duvet,1.5890299999999998e-07
dwarf,3.11418e-06
dwell,7.16657e-06
dwelt,3.60718e-06
dying,1.67777e-05
eager,1.07901e-05
eagle,3.86497e-06
early,0.000195786
earth,7.79016e-05
easel,6.23547e-07
eaten,9.190179999999999e-06
eater,7.580599999999999e-07
ebony,7.05318e-07
eclat,1.07471e-07
edict,1.5673099999999999e-06
edify,1.66928e-07
eerie,9.85633e-07
egret,9.97507e-08
eight,8.13204e-05
eject,5.8155e-07
eking,1.01123e-07
elate,1.1147999999999999e-07
elbow,5.6778e-06
elder,8.039490000000001e-06
elect,1.09552e-05
elegy,5.2023e-07
elfin,1.63583e-07
elide,6.03144e-08
elite,7.97944e-06
elope,1.4356899999999998e-07
elude,8.02851e-07
email,4.25385e-06
embed,4.5669599999999995e-07
ember,3.23597e-07
emcee,6.94955e-08
empty,2.62802e-05
enact,5.60114e-06
endow,7.89659e-07
enema,6.25741e-07
enemy,4.57648e-05
enjoy,2.74733e-05
ennui,3.7209299999999997e-07
ensue,1.8026199999999998e-06
enter,5.55258e-05
entry,4.34432e-05
envoy,1.5623399999999999e-06
epoch,4.42617e-06
epoxy,1.99623e-06
equal,0.000100455
equip,2.94818e-06
erase,1.43348e-06
erect,9.861959999999999e-06
erode,8.12678e-07
error,6.60038e-05
erupt,5.296509999999999e-07
essay,1.39453e-05
ester,2.9907499999999997e-06
ether,8.83917e-06
ethic,2.1396899999999998e-06
ethos,1.6988399999999998e-06
etude,1.9452199999999997e-07
evade,2.34874e-06
event,6.61857e-05
every,0.000337955
evict,2.85866e-07
evoke,2.03574e-06
exact,2.8788e-05
exalt,8.664179999999999e-07
excel,1.70309e-06
exert,6.19829e-06
exile,6.528389999999999e-06
exist,5.56146e-05
expel,1.6452e-06
extol,3.67939e-07
extra,3.56054e-05
exult,2.5856599999999996e-07
eying,1.1445899999999999e-07
fable,1.82861e-06
facet,1.95707e-06
faint,9.90192e-06
fairy,4.5387e-06
faith,6.45205e-05
false,3.73711e-05
fancy,1.28322e-05
fanny,1.0061299999999999e-07
farce,1.70051e-06
fatal,1.47627e-05
fatty,7.847669999999999e-06
fault,2.65036e-05
fauna,4.9706400000000006e-06
favor,4.23326e-05
feast,7.17131e-06
fecal,1.4229099999999998e-06
feign,3.84932e-07
fella,3.9811899999999994e-07
felon,6.82064e-07
femme,5.686759999999999e-07
femur,2.09149e-06
fence,1.05907e-05
feral,5.14967e-07
ferry,4.09341e-06
fetal,5.31963e-06
fetch,3.54875e-06
fetid,4.43717e-07
fetus,3.3434499999999997e-06
fever,2.06523e-05
fewer,1.81199e-05
fiber,1.47283e-05
ficus,6.76432e-08
field,0.00017946
fiend,8.2934e-07
fiery,3.68136e-06
fifth,2.758e-05
fifty,4.22288e-05
fight,3.78254e-05
filer,2.33882e-07
filet,1.80594e-07
filly,3.2352e-07
filmy,2.32497e-07
filth,1.67659e-06
final,0.000100122
finch,2.0897499999999998e-07
finer,5.64375e-06
first,0.000783794
fishy,3.06586e-07
fixer,2.19335e-07
fizzy,7.852280000000001e-08
fjord,3.51426e-07
flack,4.3489899999999996e-08
flail,3.14522e-07
flair,7.46653e-07
flake,1.05532e-06
flaky,3.30239e-07
flame,1.33476e-05
flank,4.419139999999999e-06
flare,2.1953499999999997e-06
flash,8.7732e-06
flask,4.38823e-06
fleck,1.0436099999999999e-07
fleet,1.59426e-05
flesh,2.00558e-05
flick,7.087659999999999e-07
flier,2.93202e-07
fling,1.2823e-06
flint,2.46332e-06
flirt,5.510640000000001e-07
float,6.02002e-06
flock,6.04091e-06
flood,1.91659e-05
floor,6.46739e-05
flora,4.106799999999999e-06
floss,3.29877e-07
flour,1.38015e-05
flout,2.08596e-07
flown,3.44178e-06
fluff,3.19099e-07
fluid,3.49325e-05
fluke,4.32767e-07
flume,6.40919e-07
flung,4.6236399999999995e-06
flunk,6.98225e-08
flush,4.28189e-06
flute,2.2729099999999997e-06
flyer,6.76386e-07
foamy,2.69438e-07
focal,6.711229999999999e-06
focus,4.79724e-05
foggy,7.519479999999999e-07
foist,1.38931e-07
folio,3.56462e-06
folly,5.41117e-06
foray,4.3575199999999997e-07
force,0.00015238
forge,2.4250799999999997e-06
forgo,5.818870000000001e-07
forte,7.575409999999999e-07
forth,7.20457e-05
forty,3.8081e-05
forum,6.45962e-06
found,0.000423381
foyer,9.32342e-07
frail,2.42711e-06
frame,3.80412e-05
frank,4.016009999999999e-06
fraud,1.73905e-05
freak,1.1696e-06
freed,6.02735e-06
freer,1.44825e-06
fresh,4.7256e-05
friar,9.39164e-07
fried,2.4219799999999997e-06
frill,2.30588e-07
frisk,1.80111e-07
fritz,2.52508e-08
frock,9.824989999999999e-07
frond,4.33758e-07
front,9.9883e-05
frost,5.94732e-06
froth,7.80311e-07
frown,2.3366699999999996e-06
froze,1.9842e-06
fruit,4.12558e-05
fudge,3.34622e-07
fugue,4.483329999999999e-07
fully,8.02887e-05
fungi,4.7789900000000005e-06
funky,2.6291199999999997e-07
funny,7.54995e-06
furor,3.2829499999999996e-07
furry,4.88813e-07
fussy,4.74218e-07
fuzzy,3.49438e-06
gaffe,6.61192e-08
gaily,1.05885e-06
gamer,7.567890000000001e-08
gamma,5.97485e-06
gamut,8.10844e-07
gassy,1.24678e-07
gaudy,8.00813e-07
gauge,1.01553e-05
gaunt,8.75534e-07
gauze,2.1104899999999997e-06
gavel,3.9486099999999995e-07
gawky,8.72969e-08
gayer,1.37226e-07
gayly,2.6209e-07
gazer,8.22921e-08
gecko,9.837329999999999e-08
geeky,5.4774500000000005e-08
geese,2.16055e-06
genie,2.99485e-07
genre,5.42528e-06
ghost,5.839889999999999e-06
ghoul,1.0142599999999998e-07
giant,1.15079e-05
giddy,9.246119999999999e-07
gipsy,4.40768e-07
girly,1.03008e-07
girth,9.68263e-07
given,0.000382781
giver,1.26791e-06
glade,4.89146e-07
gland,7.86486e-06
glare,3.15979e-06
glass,5.94684e-05
glaze,1.7283699999999999e-06
gleam,2.10353e-06
glean,5.14353e-07
glide,1.7362799999999999e-06
glint,6.46566e-07
gloat,1.7818099999999997e-07
globe,7.4801699999999996e-06
gloom,3.83586e-06
glory,2.05127e-05
gloss,1.9856e-06
glove,2.27931e-06
glyph,1.8310999999999998e-07
gnash,6.11902e-08
gnome,1.72363e-07
godly,1.6592499999999998e-06
going,0.000207906
golem,8.400850000000001e-08
golly,9.84062e-08
gonad,3.35469e-07
goner,7.31219e-08
goody,1.69422e-07
gooey,1.45799e-07
goofy,2.26899e-07
goose,2.55894e-06
gorge,1.85472e-06
gouge,3.61872e-07
gourd,6.41059e-07
grace,2.3608e-05
grade,4.43382e-05
graft,3.9409e-06
grail,1.26233e-07
grain,3.81561e-05
grand,2.3668e-05
grant,5.13265e-05
grape,3.6359299999999998e-06
graph,1.2056e-05
grasp,1.00793e-05
grass,2.64607e-05
grate,2.1490200000000002e-06
grave,2.1701e-05
gravy,9.238689999999999e-07
graze,1.03911e-06
great,0.000413668
greed,2.6990699999999997e-06
green,5.81383e-05
greet,3.1149e-06
grief,1.08475e-05
grill,1.2929600000000001e-06
grime,3.73883e-07
grimy,4.97555e-07
grind,2.14987e-06
gripe,2.3930899999999996e-07
groan,1.9118e-06
groin,1.2135199999999998e-06
groom,2.1201e-06
grope,3.61095e-07
gross,3.40634e-05
group,0.000224017
grout,7.347419999999999e-07
grove,2.7876099999999996e-06
growl,9.98236e-07
grown,4.07793e-05
gruel,4.14034e-07
gruff,5.04488e-07
grunt,7.6806e-07
guard,2.39797e-05
guava,2.18626e-07
guess,1.99443e-05
guest,1.08354e-05
guide,3.60581e-05
guild,1.38423e-06
guile,5.405949999999999e-07
guilt,1.26845e-05
guise,2.31999e-06
gulch,2.6906799999999996e-07
gully,8.98422e-07
gumbo,1.62101e-07
gummy,3.1905499999999997e-07
guppy,5.02512e-08
gusto,5.416039999999999e-07
gusty,2.0878e-07
gypsy,1.00045e-06
habit,1.93024e-05
hairy,2.8190400000000003e-06
halve,2.00706e-07
handy,3.36606e-06
happy,4.83185e-05
hardy,3.56155e-06
harem,7.261999999999999e-07
harpy,8.98729e-08
harry,1.72218e-07
harsh,7.93605e-06
haste,5.01015e-06
hasty,3.34754e-06
hatch,2.93636e-06
hater,2.35706e-07
haunt,1.7658799999999998e-06
haute,2.51926e-07
haven,2.12115e-06
havoc,1.71029e-06
hazel,1.0280899999999999e-06
heady,6.95188e-07
heard,0.000110846
heart,0.000127011
heath,1.16964e-06
heave,1.0748599999999998e-06
heavy,7.20475e-05
hedge,4.1738600000000006e-06
hefty,6.0122e-07
heist,9.491690000000001e-08
helix,1.68633e-06
hello,1.46533e-06
hence,3.22103e-05
heron,4.86751e-07
hilly,1.7293499999999998e-06
hinge,2.68057e-06
hippo,1.3762199999999999e-07
hippy,9.32119e-08
hitch,1.1862e-06
hoard,1.1897999999999998e-06
hobby,1.99041e-06
hoist,1.7646699999999998e-06
holly,6.52004e-07
homer,1.6091699999999998e-07
honey,1.02514e-05
honor,2.68303e-05
horde,7.508369999999999e-07
horny,9.3469e-07
horse,4.58321e-05
hotel,2.19467e-05
hotly,1.00688e-06
hound,1.32364e-06
house,0.000195371
hovel,3.42538e-07
hover,9.89029e-07
howdy,3.73931e-08
human,0.000189298
humid,2.32244e-06
humor,7.76493e-06
humph,2.4880000000000002e-08
humus,1.4434800000000001e-06
hunch,6.26142e-07
hunky,6.59811e-08
hurry,7.0658999999999996e-06
husky,8.68748e-07
hussy,1.22971e-07
hutch,1.58827e-07
hydro,2.31703e-06
hyena,2.80239e-07
hymen,1.96253e-07
hyper,1.11768e-06
icily,1.2877199999999998e-07
icing,1.21763e-06
ideal,3.18059e-05
idiom,1.81312e-06
idiot,2.36875e-06
idler,4.5801299999999993e-07
idyll,2.60881e-07
igloo,1.24079e-07
iliac,1.40049e-06
image,5.9443e-05
imbue,2.2583399999999998e-07
impel,4.06859e-07
imply,1.09724e-05
inane,2.8758e-07
inbox,1.30356e-07
incur,3.5712899999999997e-06
index,4.94559e-05
inept,6.366259999999999e-07
inert,3.55446e-06
infer,4.8353e-06
ingot,1.3202999999999999e-06
inlay,4.47323e-07
inlet,6.72564e-06
inner,3.64519e-05
input,3.347e-05
inter,1.68041e-05
intro,7.385779999999999e-07
ionic,3.92933e-06
irate,4.3851899999999996e-07
irony,4.41737e-06
islet,9.542540000000001e-07
issue,0.000136776
itchy,2.87954e-07
ivory,3.73132e-06
jaunt,2.27007e-07
jazzy,9.59707e-08
jelly,2.27705e-06
jerky,5.18329e-07
jetty,1.10782e-06
jewel,1.9366099999999997e-06
jiffy,1.15663e-07
joint,5.84868e-05
joist,3.16874e-07
joker,2.68109e-07
jolly,1.7205999999999999e-06
joust,1.21848e-07
judge,5.70202e-05
juice,1.14052e-05
juicy,1.08029e-06
jumbo,3.97187e-07
jumpy,2.14797e-07
junta,6.937389999999999e-07
junto,7.997779999999999e-08
juror,2.46215e-06
kappa,3.3936799999999995e-07
karma,9.4198e-07
kayak,3.0817499999999997e-07
kebab,7.29983e-08
khaki,7.47191e-07
kinky,1.97937e-07
kiosk,3.38944e-07
kitty,2.76555e-07
knack,7.52909e-07
knave,6.925959999999999e-07
knead,2.6286e-07
kneed,1.84545e-07
kneel,1.24364e-06
knelt,2.6345299999999995e-06
knife,1.37145e-05
knock,5.772859999999999e-06
knoll,5.930819999999999e-07
known,0.000229561
koala,7.68747e-08
krill,2.59859e-07
label,1.40892e-05
labor,9.54985e-05
laden,4.29096e-06
ladle,8.369999999999999e-07
lager,3.05654e-07
lance,2.14574e-06
lanky,3.50184e-07
lapel,3.49749e-07
lapse,5.1565099999999995e-06
large,0.000344244
larva,3.0894799999999997e-06
lasso,2.1180699999999999e-07
latch,2.0736699999999997e-06
later,0.000195715
lathe,1.7378299999999999e-06
latte,1.57708e-07
laugh,1.51705e-05
layer,4.33976e-05
leach,6.143019999999999e-07
leafy,1.6741799999999999e-06
leaky,7.877100000000001e-07
leant,6.77275e-07
leapt,1.57755e-06
learn,5.67862e-05
lease,2.77684e-05
leash,8.17201e-07
least,0.000215644
leave,0.000109206
ledge,2.72217e-06
leech,4.38769e-07
leery,1.48206e-07
lefty,5.2174300000000004e-08
legal,9.49641e-05
leggy,9.26359e-08
lemon,4.95294e-06
lemur,8.56581e-08
leper,6.14466e-07
level,0.000213272
lever,8.62669e-06
libel,3.36963e-06
liege,4.4064899999999994e-07
light,0.00019701
liken,2.7330499999999997e-07
lilac,9.49193e-07
limbo,5.793999999999999e-07
limit,5.29319e-05
linen,6.29685e-06
liner,2.83187e-06
lingo,2.4183899999999997e-07
lipid,4.51496e-06
lithe,4.97848e-07
liver,2.16468e-05
livid,7.26179e-07
llama,2.4962499999999996e-07
loamy,1.0054199999999999e-06
loath,7.661749999999999e-07
lobby,4.37286e-06
local,0.000205929
locus,4.571959999999999e-06
lodge,5.435419999999999e-06
lofty,5.6515e-06
logic,1.97147e-05
login,5.45576e-07
loopy,5.93856e-08
loose,2.04304e-05
