,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
10,11,7,5,14,7,8,6,4,4,9,3,3,5,10,3,5,3,3,4,3,11,3,5,2,2,4,9,9,2,4,5,5,6,8,7,5,5,3,5,5,6,6,4,10,7,6,7,6,5,4,6,7,4,4,5,6,4,6,5,3,5,2,5,10,4,5,9,3,3,10,3,4,3,4,7,5,11,5,5,6,7,6,5,5,3,2,2,4,13,5,2,3,4,7,7,7,2,4,7,2,8,9,5,5,6,6,5,5,6,5,2,4,7,4,7,6,2,6,2,2,3,3,4,4,5,3,8,5,6,7,4,6,10,3,6,11,4,5,4,3,9,6,2,3,5,7,2,5,5,8
11,9,8,6,17,5,16,9,14,7,9,11,6,8,5,6,11,7,8,6,12,7,6,6,6,14,6,11,15,7,10,2,14,2,6,20,12,11,9,9,6,16,11,4,10,4,7,10,4,4,3,15,9,8,8,13,17,4,8,15,6,8,8,6,3,12,2,12,8,8,9,17,9,9,3,14,9,3,9,10,9,11,11,8,9,10,12,17,11,13,13,11,4,4,4,9,19,17,11,9,14,12,12,12,6,10,7,11,7,4,5,10,21,17,10,4,6,12,9,8,14,10,8,16,13,13,10,9,10,11,14,3,10,11,10,8,8,11,11,8,8,5,7,11,6,15,13,10,8,4,12
12,2,3,5,1,1,4,7,5,10,4,1,5,2,3,3,3,2,2,2,2,4,2,3,2,2,4,1,4,6,4,3,2,5,1,1,1,3,2,3,3,2,2,3,3,2,1,5,4,4,2,1,5,4,3,1,5,1,4,4,3,2,2,5,5,6,4,2,2,4,6,4,2,2,3,2,5,2,1,4,2,3,2,3,2,2,2,2,3,2,6,3,3,9,6,3,3,4,2,3,2,1,4,2,1,4,3,5,2,2,3,4,7,4,5,4,8,4,5,2,2,6,1,4,3,5,1,1,2,2,4,2,4,1,3,6,8,1,7,6,4,3,3,4,3,4,5,2,2,3,3
13,3,5,5,8,6,3,6,2,5,4,8,5,5,4,7,5,5,4,5,2,10,7,8,8,5,7,6,6,4,6,3,7,3,5,7,5,7,5,6,5,5,10,5,5,11,6,3,5,7,2,7,4,6,5,5,4,9,5,6,9,5,10,4,5,6,7,4,6,6,6,4,7,6,3,6,3,8,5,5,6,4,8,8,5,3,8,6,5,5,5,8,6,4,5,6,3,5,10,10,8,4,8,5,5,7,3,9,3,8,4,4,10,3,6,9,4,3,6,4,2,3,5,4,5,4,3,3,6,9,4,7,8,3,2,3,5,9,2,4,7,7,7,4,4,5,8,6,3,8,2
14,5,12,14,4,4,2,4,3,5,7,8,5,4,7,3,7,7,4,7,6,7,5,11,3,5,8,3,5,4,5,8,8,3,6,12,3,5,7,6,10,4,5,10,4,3,5,3,5,9,3,4,10,4,7,4,6,3,5,3,4,3,5,9,4,11,7,3,5,7,4,7,6,5,7,13,3,6,6,3,10,10,8,4,13,5,4,4,3,5,3,4,3,5,3,6,4,11,4,9,7,5,6,10,8,8,4,5,6,5,7,7,3,7,2,8,3,3,9,5,6,6,10,2,3,4,6,4,4,4,3,5,10,3,9,7,8,2,8,7,3,3,9,8,6,4,7,5,10,4,10
15,4,6,7,3,5,4,3,4,5,5,7,3,8,4,5,6,6,4,6,5,3,4,7,6,7,2,4,4,9,5,5,4,8,4,5,6,4,6,3,7,5,3,4,3,2,3,6,6,5,3,4,3,2,8,4,3,8,10,4,2,5,10,11,6,2,5,5,2,5,4,4,6,3,8,3,6,6,3,4,6,5,10,4,8,10,4,5,3,4,6,4,2,4,5,5,4,4,7,6,4,3,6,7,3,2,5,5,7,3,5,4,6,5,3,3,5,5,4,4,7,8,4,5,4,4,3,3,9,5,4,6,5,6,5,4,9,3,9,5,4,3,6,8,3,8,2,5,4,5,5
16,10,11,4,5,10,9,5,10,5,3,3,9,8,9,13,6,3,4,3,9,5,8,8,5,4,4,6,7,4,5,7,7,5,5,5,8,8,11,11,6,3,5,5,7,7,5,3,4,7,6,4,6,15,8,5,10,7,8,5,4,6,4,5,5,3,6,3,5,5,6,4,7,4,3,7,13,5,4,7,5,11,5,5,3,8,11,3,5,5,7,8,7,10,5,10,6,4,5,7,6,5,10,7,10,5,2,5,4,10,5,4,8,3,6,5,13,4,8,5,3,7,2,6,8,6,8,8,6,6,7,6,3,5,4,8,7,4,5,4,6,4,4,7,8,6,10,4,7,6,6
17,9,7,7,2,7,6,6,13,10,4,6,9,7,5,9,6,7,9,7,5,12,9,3,11,2,11,8,2,8,7,15,6,8,6,7,5,11,12,8,4,2,7,9,8,6,5,8,6,5,11,5,3,9,13,10,7,7,9,5,5,7,4,7,10,13,5,2,5,7,11,7,8,6,8,6,13,8,5,6,5,11,7,10,5,8,10,10,10,5,8,7,6,6,11,8,7,9,8,2,6,8,6,7,12,12,7,4,11,12,6,11,12,7,9,8,3,9,5,6,13,11,4,6,6,6,7,10,4,8,12,9,9,10,5,10,11,6,5,4,9,13,9,5,8,10,5,7,9,5,10
18,7,8,9,6,3,5,7,3,5,8,3,6,3,3,2,6,4,10,2,5,3,3,3,6,1,6,7,2,4,2,6,2,4,6,2,5,3,5,2,3,3,6,5,3,8,9,5,3,10,3,6,9,4,5,2,6,9,4,2,6,11,9,3,6,4,3,3,2,4,2,15,3,3,16,5,6,9,5,5,4,8,11,3,6,7,6,7,2,6,3,7,2,5,5,5,9,6,5,12,7,3,5,5,6,6,4,9,5,7,8,15,14,4,5,7,11,11,4,2,2,4,3,3,2,10,5,5,6,2,4,3,3,4,2,3,8,2,3,9,9,3,2,2,11,6,8,8,4,9,4
19,2,4,20,4,10,2,4,10,10,11,7,17,13,2,2,15,10,7,5,3,2,9,9,8,10,3,9,2,8,10,2,8,2,3,2,4,9,18,8,9,10,8,10,10,3,9,7,11,16,19,6,2,4,17,2,13,5,13,3,6,2,3,12,13,11,10,13,7,10,14,4,8,11,12,7,11,12,5,9,6,7,3,5,11,11,14,5,10,8,11,3,10,6,5,5,13,2,3,5,2,2,4,9,15,11,4,9,10,7,3,8,2,8,8,8,9,11,5,4,10,5,5,15,9,2,15,3,7,2,5,7,2,15,3,9,13,10,10,2,16,2,2,4,11,8,9,10,12,12,7
20,6,5,7,6,2,3,5,5,3,3,6,3,4,6,2,6,7,9,5,3,9,8,4,3,8,3,3,6,6,3,4,4,4,4,3,5,3,3,3,3,3,3,6,6,5,4,5,6,5,5,6,8,10,5,3,7,3,4,9,7,3,8,4,4,4,10,3,5,7,5,5,5,4,5,6,3,5,5,2,6,8,6,11,8,6,5,8,5,10,7,6,6,4,5,5,10,5,5,5,5,9,5,4,6,8,5,7,6,3,10,8,7,8,4,2,7,6,5,4,5,1,3,5,5,5,6,11,3,10,11,7,10,11,3,7,6,6,5,2,5,8,5,7,4,5,2,8,4,9,4
21,10,8,5,15,7,11,9,15,6,5,8,13,5,7,12,9,4,5,7,11,15,11,7,3,18,14,9,9,7,9,17,5,12,9,9,14,12,7,11,21,14,7,5,8,13,9,5,13,9,11,4,9,13,10,7,14,7,11,11,13,16,13,8,12,16,8,13,10,8,8,23,7,8,13,6,14,10,7,11,9,7,5,6,8,12,13,9,9,15,5,7,9,10,7,8,12,8,10,17,14,18,19,10,3,14,5,10,7,10,14,7,6,10,3,11,5,13,8,14,8,5,12,7,4,7,14,12,4,9,9,16,14,17,12,7,11,7,12,8,7,8,14,16,21,11,12,11,5,10,7
22,4,4,2,5,4,2,3,3,2,1,5,5,4,0,6,2,3,4,0,2,1,3,4,2,2,4,3,3,3,2,6,3,3,4,2,5,2,3,7,4,2,2,1,3,4,2,4,4,2,2,3,4,2,2,3,3,5,3,4,2,3,4,2,2,2,4,4,1,1,3,2,5,1,2,4,7,4,5,2,2,2,1,1,2,3,3,3,2,2,2,2,5,4,3,3,1,1,3,1,5,1,5,5,3,2,5,2,1,2,3,6,4,4,3,4,1,2,2,4,3,3,1,2,2,2,2,2,3,2,4,1,5,3,3,4,4,3,2,3,2,4,4,3,3,3,3,4,3,3,1
23,5,3,8,6,3,4,6,10,8,7,8,5,5,7,6,10,6,4,3,4,11,7,5,7,6,5,10,6,9,3,4,5,5,8,7,3,5,6,5,5,9,8,7,5,4,2,6,9,8,7,4,7,5,9,5,4,7,12,5,3,8,15,3,11,7,3,4,8,6,5,7,10,4,6,3,6,11,3,4,6,8,6,5,5,4,6,6,11,7,5,7,6,3,7,8,7,7,6,3,3,3,4,7,9,3,4,8,3,10,13,6,3,5,5,5,5,5,5,5,6,9,12,5,6,5,6,7,8,3,6,4,4,3,9,5,5,8,7,7,5,4,8,4,3,7,7,2,4,8,8
24,3,4,5,4,4,5,4,2,3,3,2,4,9,2,7,4,2,0,6,7,6,6,2,4,2,8,7,2,6,9,7,1,3,2,3,7,2,4,3,5,6,4,4,2,4,3,4,4,5,2,2,4,5,6,1,5,5,3,4,6,9,4,5,2,3,7,4,3,3,5,8,7,4,3,2,8,2,2,5,7,11,2,6,7,2,1,4,2,5,6,2,3,5,4,10,10,7,4,2,5,7,3,4,6,5,2,8,4,2,5,3,5,4,3,4,6,6,4,2,3,4,2,5,2,3,12,6,2,3,4,4,1,3,6,8,4,5,5,3,7,7,5,3,4,3,3,3,4,7,5
25,3,3,5,3,2,2,2,1,2,2,2,3,4,2,2,5,3,4,2,3,2,4,2,3,4,2,3,1,4,2,3,2,1,3,2,2,3,5,1,6,4,3,2,2,3,3,3,1,2,1,3,1,3,3,3,1,3,3,5,2,1,3,3,2,3,5,4,1,3,3,1,3,3,5,2,4,1,3,2,3,3,2,2,2,3,2,2,2,2,4,2,4,3,5,4,3,4,2,3,2,1,2,4,3,2,4,3,4,5,3,3,3,1,4,4,1,2,3,2,1,2,3,3,1,3,5,3,3,4,2,2,1,1,4,2,1,4,5,5,2,2,1,4,3,1,3,2,1,2,5
26,6,6,8,2,5,6,7,11,3,3,3,7,1,4,7,3,4,3,9,6,4,8,6,5,4,9,4,5,6,6,6,8,7,6,5,5,6,9,3,4,7,3,4,4,9,4,5,9,6,6,5,4,5,8,10,7,6,3,6,3,4,6,7,4,8,8,9,3,3,7,4,8,10,6,6,4,7,4,3,8,8,9,5,7,4,3,4,7,5,4,4,4,9,5,6,2,9,5,5,6,4,5,12,7,7,9,9,3,7,4,5,3,9,5,7,3,5,6,4,5,6,9,5,4,6,5,4,4,4,5,3,3,4,5,5,6,9,3,5,3,7,3,4,7,6,3,5,8,4,9
27,5,5,5,5,12,6,5,6,6,8,6,11,8,8,5,7,8,11,5,4,10,4,6,6,5,9,7,5,6,6,7,9,4,5,5,5,7,7,5,5,5,6,4,8,7,3,4,4,9,7,9,6,8,6,8,5,5,5,6,6,6,2,6,3,5,5,7,5,8,9,3,8,4,7,5,9,6,7,10,7,4,7,6,5,7,7,7,6,6,5,11,6,4,9,3,5,8,8,5,5,5,6,5,8,11,10,10,9,6,7,8,7,4,5,9,3,8,4,8,4,10,10,10,8,8,6,6,8,6,6,6,6,5,8,9,7,6,6,5,5,6,6,9,6,5,8,5,4,2,5
28,4,13,7,2,4,6,11,6,6,3,4,4,7,8,6,11,8,2,10,10,3,6,12,7,8,12,8,8,8,9,10,7,4,9,8,12,13,9,9,6,5,7,6,7,5,9,6,5,7,8,7,3,4,6,6,5,8,7,7,9,5,8,8,8,10,14,4,6,7,7,2,6,5,4,8,3,7,8,4,4,5,5,9,6,10,7,4,4,4,5,5,5,6,4,7,11,8,8,4,6,9,3,8,9,5,8,9,6,9,3,5,6,5,4,6,9,7,8,8,4,6,6,8,10,10,11,8,4,8,6,9,5,2,3,8,9,3,8,5,8,6,5,5,5,9,4,13,4,3,6
29,4,5,4,3,5,8,3,6,5,4,3,6,6,3,12,4,5,6,4,5,7,4,2,6,3,4,4,4,4,2,3,3,15,6,7,5,6,5,9,9,5,5,5,6,9,5,4,8,4,5,4,4,10,6,5,4,5,3,5,6,5,5,7,5,6,4,3,8,7,3,5,4,5,4,6,4,2,3,4,5,4,6,7,4,3,7,4,7,4,6,6,6,4,5,2,9,5,7,4,4,9,4,6,5,4,8,5,8,7,10,3,4,7,5,5,5,8,6,3,5,4,7,5,4,5,4,7,4,2,6,5,3,6,6,8,5,7,7,6,4,5,6,7,5,10,3,5,4,9,9
30,4,5,7,3,4,3,6,5,5,3,15,3,8,5,8,5,4,5,2,3,6,4,5,5,8,5,6,3,4,6,7,5,2,7,4,5,6,5,3,2,8,4,11,8,11,12,6,4,6,7,4,4,3,7,6,4,7,7,7,6,3,3,4,5,7,6,4,12,9,4,5,3,6,7,3,3,2,3,5,7,6,6,7,2,2,2,5,6,9,3,5,4,9,6,9,8,3,5,6,6,4,4,6,4,4,2,4,2,3,6,7,5,6,4,6,4,4,4,2,4,7,2,3,12,5,6,5,7,4,8,1,2,4,3,4,2,12,5,6,4,3,2,7,5,5,5,6,3,6,5
31,6,7,10,5,4,4,4,5,5,5,5,10,7,8,5,6,6,5,8,2,3,4,5,3,6,4,5,6,7,4,8,6,8,5,8,8,3,6,5,6,4,2,6,2,8,5,4,6,6,5,3,5,4,7,8,6,4,7,5,6,3,4,6,5,4,6,9,5,2,3,6,7,7,8,5,5,3,4,7,3,6,4,4,3,5,7,3,4,8,6,9,5,8,2,1,6,3,5,6,7,5,6,4,7,3,4,4,6,5,8,6,3,5,4,4,8,4,5,7,7,11,8,9,6,6,5,4,3,8,10,4,3,5,11,4,5,4,7,3,4,4,6,6,3,4,5,6,7,3,2
32,2,2,6,5,13,11,5,6,8,6,9,6,4,5,0,5,4,8,6,5,5,8,3,13,4,5,9,8,5,5,8,8,1,1,5,3,2,7,11,3,5,10,3,5,13,11,6,3,4,6,12,13,7,4,5,5,6,4,5,7,4,3,4,11,11,4,4,4,3,7,2,6,4,16,3,4,8,2,5,3,5,3,6,9,9,7,4,2,13,6,8,5,6,1,4,10,6,3,8,3,7,8,6,11,2,2,6,9,4,5,7,1,4,3,4,2,7,1,10,4,3,8,5,7,5,3,3,7,8,7,10,2,2,6,13,2,12,8,9,7,7,4,7,4,3,2,8,7,5,3
33,5,4,4,4,5,5,5,4,3,4,3,5,4,9,2,6,4,3,7,4,9,3,4,2,3,4,7,7,3,9,10,3,2,5,3,3,6,4,3,4,7,5,1,4,5,9,6,5,5,3,5,6,5,3,9,4,8,3,7,2,5,3,7,4,5,8,6,3,4,4,4,6,9,4,5,4,5,7,8,4,5,4,5,4,4,4,3,6,3,5,4,2,5,2,8,5,1,2,3,7,6,2,6,3,4,5,4,5,4,6,4,5,10,4,5,3,4,6,6,6,8,3,9,7,3,3,4,5,6,8,3,5,3,6,7,2,2,6,4,4,4,4,5,5,5,9,7,4,4,2
34,7,6,7,3,5,5,3,4,4,6,4,5,7,5,5,3,2,8,5,2,6,3,3,4,4,6,5,4,2,5,3,3,8,7,4,5,4,7,7,9,7,6,3,4,5,5,6,7,3,4,9,6,9,7,4,4,6,5,6,4,5,4,6,3,3,3,4,4,8,4,4,10,6,5,8,9,4,2,2,3,4,4,3,3,6,2,5,3,9,4,8,5,3,5,5,5,6,3,8,3,4,2,3,5,8,2,4,4,3,9,3,6,3,7,4,3,6,7,4,6,4,5,4,5,6,11,5,3,4,5,3,3,3,4,4,5,6,5,6,8,4,6,2,2,4,5,4,5,5,4
35,6,6,3,3,2,3,3,3,10,2,6,6,3,9,8,6,7,4,5,6,4,3,2,5,10,2,4,3,4,3,7,4,5,11,4,6,6,4,8,5,10,7,7,4,3,5,3,16,7,9,8,5,7,6,5,5,7,11,4,8,6,10,9,2,3,13,3,8,6,4,5,6,5,3,7,4,6,8,7,3,3,5,6,3,4,4,7,3,4,11,5,4,5,6,10,9,8,5,4,5,8,9,6,6,6,3,5,3,9,4,4,3,5,15,5,4,9,6,7,5,6,8,5,3,12,3,5,4,4,5,6,5,9,5,6,6,4,9,2,5,3,5,4,10,6,10,10,8,4,4
36,6,6,4,4,7,4,5,4,5,3,5,3,5,10,6,3,3,6,6,7,12,7,4,5,4,7,9,10,7,7,7,3,2,8,4,7,4,7,16,5,4,6,2,6,3,3,6,3,4,4,7,4,2,6,5,4,5,5,3,7,3,9,6,5,5,6,9,11,7,6,4,6,6,3,3,6,6,2,5,6,5,8,8,4,7,3,6,6,4,8,8,5,4,4,2,8,4,2,5,9,5,3,2,2,4,8,7,5,7,5,5,3,6,6,7,9,4,3,3,7,10,6,10,8,4,3,2,8,3,5,6,6,4,5,6,8,2,5,5,8,5,5,3,3,5,8,10,5,4,3
37,9,8,9,10,5,12,5,6,5,6,5,8,8,6,5,10,10,10,6,8,4,6,4,6,10,3,8,4,4,5,7,7,9,7,11,8,5,4,7,7,3,9,9,10,7,5,10,5,4,5,5,4,5,6,5,9,7,10,6,5,7,5,5,11,6,10,7,4,7,8,5,7,9,3,5,3,4,7,4,4,5,3,6,10,10,7,3,7,4,3,5,7,2,9,8,6,5,3,4,4,10,4,5,7,6,5,9,4,2,4,2,8,4,8,7,7,4,12,9,7,2,6,3,2,6,3,4,3,4,3,3,5,4,7,5,9,7,6,4,6,7,7,4,5,5,4,5,7,8,6
38,7,13,13,11,9,8,9,8,16,14,18,5,8,9,8,9,6,12,7,9,14,9,10,11,6,6,7,11,5,7,12,10,9,6,18,14,13,14,11,7,5,8,8,11,11,14,9,9,9,7,10,7,8,7,5,10,12,9,15,17,8,10,10,23,8,6,11,8,7,5,5,9,9,11,6,4,6,12,9,21,12,5,12,8,10,8,11,7,8,13,7,8,13,8,19,12,10,9,11,5,6,13,7,8,15,8,9,11,20,11,11,6,8,21,7,16,12,11,14,6,5,4,8,10,5,7,13,17,5,16,7,8,5,10,12,11,10,11,5,7,18,6,3,10,11,16,10,6,11,6
39,9,4,5,9,6,5,18,7,4,8,10,7,6,12,5,6,7,4,4,3,11,11,6,9,3,2,10,14,3,7,5,6,7,6,8,9,7,4,4,5,4,14,5,4,3,18,4,4,5,9,9,5,8,10,10,10,9,5,2,9,4,4,5,5,8,21,6,5,11,9,7,15,9,20,7,8,12,9,9,8,5,9,4,13,19,17,4,5,18,10,15,11,5,2,3,8,7,4,6,7,7,12,6,4,20,2,9,8,11,4,3,4,6,14,4,10,10,7,5,5,6,8,13,15,10,23,8,4,6,10,12,8,5,3,4,12,6,4,12,3,8,9,4,4,5,11,13,6,6,6
40,10,4,3,3,11,7,2,9,4,8,6,5,3,7,4,9,2,5,4,13,6,4,7,6,9,6,2,3,6,6,4,8,7,12,7,8,6,6,7,7,4,3,10,5,5,5,6,14,5,7,9,5,3,11,6,4,3,6,2,5,3,9,3,4,2,9,9,5,2,5,7,7,5,7,5,5,7,7,5,7,5,5,3,2,6,5,3,4,5,7,4,4,4,7,13,3,7,3,4,6,4,5,7,3,5,11,5,11,2,3,7,5,3,8,6,3,2,4,6,3,4,2,7,7,5,4,9,4,3,7,3,7,5,5,8,5,7,5,5,7,3,2,4,10,3,5,7,12,5,5
41,13,9,10,5,8,8,13,5,5,7,8,10,8,8,3,11,7,6,8,5,11,6,10,5,4,6,11,10,12,9,4,8,4,5,8,9,8,7,16,9,10,9,7,7,11,10,11,3,4,12,7,7,9,8,6,11,3,10,6,10,10,13,8,9,3,7,8,3,10,12,14,8,7,3,12,13,4,8,9,5,9,5,7,8,5,8,3,7,8,10,6,4,10,10,6,5,7,7,6,6,6,8,7,9,9,10,8,14,13,10,6,9,6,7,7,10,7,12,7,9,4,8,9,6,8,9,8,8,8,5,7,8,1,9,8,5,7,10,13,6,11,7,10,8,11,5,6,7,7,10
42,9,3,17,5,10,9,15,3,10,11,11,5,5,6,20,6,11,15,7,13,7,18,9,7,4,4,6,12,4,13,9,12,19,15,6,4,4,14,6,15,10,7,6,8,16,10,15,6,11,16,9,17,16,6,17,8,5,8,7,12,3,19,19,8,22,14,5,5,16,10,9,5,5,13,6,4,12,4,10,12,13,12,4,8,10,14,18,9,14,9,11,9,8,3,6,5,5,11,8,6,10,7,7,16,7,16,12,10,5,8,11,10,10,14,14,19,15,11,11,22,8,7,15,9,16,3,17,14,24,7,10,8,20,5,5,23,9,4,4,13,10,10,5,13,2,10,7,16,10,22
43,10,4,4,8,7,10,4,7,5,10,5,5,7,9,8,2,6,3,4,6,8,8,6,6,7,5,10,3,8,3,5,4,5,5,6,6,7,2,2,4,4,8,8,4,15,9,6,7,6,5,6,8,6,5,11,4,4,2,5,4,8,8,8,5,5,5,6,6,6,5,4,6,4,5,6,4,8,4,6,4,4,2,12,4,7,9,8,5,8,3,5,8,3,3,9,5,11,6,8,9,10,6,5,6,5,6,5,5,4,4,6,3,6,7,5,3,6,4,5,2,5,8,2,4,6,7,3,5,6,9,3,4,4,8,9,5,4,3,2,2,4,3,5,7,5,3,8,2,7,3
